"","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q43_First.Click","Q43_Last.Click","Q43_Page.Submit","Q43_Click.Count","Q60_First.Click","Q60_Last.Click","Q60_Page.Submit","Q60_Click.Count","timing_First.Click","timing_Last.Click","timing_Page.Submit","timing_Click.Count","timing_First.Click.1","timing_Last.Click.1","timing_Page.Submit.1","timing_Click.Count.1","timing_First.Click.2","timing_Last.Click.2","timing_Page.Submit.2","timing_Click.Count.2","timing_First.Click.3","timing_Last.Click.3","timing_Page.Submit.3","timing_Click.Count.3","timing_First.Click.4","timing_Last.Click.4","timing_Page.Submit.4","timing_Click.Count.4","bird_t_First.Click","bird_t_Last.Click","bird_t_Page.Submit","bird_t_Click.Count","aut_t_First.Click","aut_t_Last.Click","aut_t_Page.Submit","aut_t_Click.Count","vax2_Vax1_1","vax2_Vax1_2","vax2_Vax1_3","vax2_Vax1_4","vax2_Vax1_5","vax2_Vax1_6","vax2_Vax1_check","vax2_Vax1_33","vax2_Vax1_34","vax2_Vax1_35","vax2_Vax1_36","conseq2R_Consequ2R_1","conseq2R_Consequ2R_2","conseq2R_Consequ2R_3","conseq2R_Consequ2R_4","conseq2R_Consequ2R_5","conseq2R_Consequ2R_check","Euth2R_Euthanasia2R_1","Euth2R_Euthanasia2R_2","Euth2R_Euthanasia2R_3","Euth2R_Euthanasia2R_4","Euth2R_Euthanasia2R_5","Euth2R_Euthanasia2R_check","Abort2R_Abortion2R_1","Abort2R_Abortion2R_2","Abort2R_Abortion2R_3","Abort2R_Abortion2R_4","Abort2R_Abortion2R_5","Abort2R_Abortion2R_check","parent","num_child","oldest","youngest","hope_par","flu","flu2","flu3","flu4","delay","refuse","exemption","Attention","Any.commen","SC1","SC2","SC3","SC4","workerId","assignmentId","hitId","study_time","payment","condition"
"573","2018-03-22 12:59:28","2018-03-22 13:07:18","0","141dbd6684a1487b","100","469","1","2018-03-22 13:07:18","R_vdU5UrGTONp1oaJ","","","","",35.14,-106.49,"anonymous","EN","0","0","6.761","0","0","0","13.241","0","0","0","28.976","0","0","0","17.857","0","0","0","16.542","0","0","0","61.999","0","0","0","32.954","0","","","","","","","","","3","5","5","3","4","3","5","5","3","5","2","4","3","4","4","4","2","4","3","4","4","5","5","4","2","4","4","3","3","0","","","","0","0","0","","","","","","1","thanks","4","19","17","20","c2cc3a3f29a87793","3VSOLARPKB9Z4IXGDMPA1GALFK639P","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","cdc_danger"
"574","2018-03-22 12:53:07","2018-03-22 13:08:30","0","7dfdb4924af0bea2","100","923","1","2018-03-22 13:08:31","R_1lxAtjSGmgrkjqY","","","","",40.85,-73.88,"anonymous","EN","27.36","27.36","35.841","1","0","0","8.291","0","0","0","22.243","0","0","0","19.844","0","0","0","28.053","0","0","0","69.922","0","0","0","18.919","0","","","","","","","","","1","6","6","1","5","1","5","6","1","6","1","6","4","4","4","3","2","4","3","4","2","4","5","4","3","3","4","3","3","0","","","","3","0","0","","","","","","1","","4","19","17","21","1e169d3decafaa51","39DD6S19JPBHK7VQ6405XVGBLCIEZ4","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","cdc_danger"
"575","2018-03-22 13:04:32","2018-03-22 13:08:32","0","248abe5dd407839c","100","240","1","2018-03-22 13:08:33","R_2P5mlWFloZOitIX","","","","",40.1,-74.35,"anonymous","EN","0","0","7.18","0","0","0","3.66","0","","","","","","","","","","","","","","","","","","","","","","","","","0","0","55.7","0","1","5","6","1","5","1","5","6","6","5","1","6","4","2","5","5","2","6","1","6","3","6","5","4","1","3","5","4","2","1","1","2","","","0","0","1","1","1","0","0","1","No","3","18","13","28","07d063e6e0af673c","3OE22WJIGIOPVBRL98WXAKQA2XPUQ5","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","autism"
"576","2018-03-22 12:50:57","2018-03-22 13:10:16","0","5d89291b87230ed3","100","1159","1","2018-03-22 13:10:17","R_ZltC1EX06fQlCLL","","","","",40.87,-73.84,"anonymous","EN","0","0","44.792","0","0","0","6.29","0","24.214","30.526","31.148","4","154.744","155.484","158.552","2","0","0","14.912","0","19.488","21.732","26.9","3","0","0","14.058","0","","","","","","","","","1","6","6","1","5","1","5","1","2","6","1","4","2","3","3","4","2","6","1","6","1","6","5","1","1","1","6","6","3","0","","","","0","0","0","","","","","","1","","4","20","5","30","ba17fc420059864a","3JNQLM5FT4M5K226YJEVNFWO90C2LZ","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","cdc_danger"
"577","2018-03-22 13:10:01","2018-03-22 13:13:52","0","c5024d4f423cbf79","100","230","1","2018-03-22 13:13:52","R_1NFkW9yorJRum2V","","","","",37.7,-92.66,"anonymous","EN","0","0","6.514","0","0","0","3.407","0","","","","","","","","","","","","","","","","","","","","","0","0","26.586","0","","","","","5","1","1","5","1","5","5","1","5","1","5","2","4","5","5","2","2","5","2","5","2","5","5","5","4","5","4","2","3","1","2","11","1","","0","0","0","0","1","1","0","1","","4","14","22","25","bed17f4a97ca0a1b","3IKZ72A5B4GF9WH3YR9HKQU2NZVFNC","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","bird"
"578","2018-03-22 13:10:13","2018-03-22 13:14:22","0","ca0e77c66bf12316","100","248","1","2018-03-22 13:14:22","R_3Mo2c4U7e1zH1wO","","","","",46.88,-96.79,"anonymous","EN","0","0","5.705","0","0","0","2.88","0","63.916","64.3","64.885","2","0","0","11.986","0","24.507","24.507","25.165","1","0.411","0.411","16.68","1","0","0","5.99","0","","","","","","","","","5","5","6","5","6","4","5","5","2","5","2","5","5","4","4","5","2","5","4","3","4","5","5","6","6","6","1","1","3","1","1","19","","","1","1","1","1","0","0","0","1","","4","19","30","19","9a2d11886dae6be3","3RSDURM96AMHFHLLAIYMJO79FIJEYI","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","cdc_danger"
"579","2018-03-22 13:05:38","2018-03-22 13:14:27","0","3a05705f2ce91b0b","100","529","1","2018-03-22 13:14:28","R_POHae5CLoZO72U1","","","","",35.88,-80.9,"anonymous","EN","12.102","12.104","15.391","2","0","0","6.43","0","17.352","27.878","31.104","6","25.171","41.984","44.66","4","3.343","12.999","14.749","3","0","0","26.999","0","0","0","12.81","0","","","","","","","","","3","4","5","4","2","5","5","4","6","4","3","4","3","2","3","3","2","2","5","4","2","1","5","5","5","5","1","1","3","1","3","48","37","","0","0","0","0","1","0","0","1","I strongly oppose the megadosing that some physicians administer to very young babies. Every year, more and more vaccinations are mandated, and there seems to be a link between those and the epidemic of autism spectrum and allergies, which barely existed 50 years ago.  I am in favor of less vaccinations and having them more spread out, and eliminating vaccinations for uncommon diseases unless there is an outbreak.","4","17","27","14","c8675d8b0a70924e","3HHRAGRYX85OQ7Q2WK92PJ8WAB49OS","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","cdc_danger"
"580","2018-03-22 13:10:00","2018-03-22 13:14:32","0","8322a0524241d46e","100","271","1","2018-03-22 13:14:32","R_2WD1uDTwMpv8WRm","","","","",29.49,-98.27,"anonymous","EN","0","0","6.642","0","0","0","5.182","0","","","","","","","","","","","","","","","","","","","","","","","","","0","0","57.13","0","5","5","6","1","5","1","5","6","1","6","1","5","5","2","5","2","2","1","6","5","4","1","5","5","5","5","3","1","3","1","2","40","38","","1","1","1","1","0","0","0","1","","4","13","25","11","309ce81583ccd69e","3W8CV64QJ2ZEYQ4FS7EC5ABVYPS9H6","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","autism"
"581","2018-03-22 13:07:03","2018-03-22 13:15:06","0","f95d4059a75124f5","100","482","1","2018-03-22 13:15:06","R_D95XFJ62OjoTmpj","","","","",39.39,-119.87,"anonymous","EN","0","0","9.005","0","0","0","3.511","0","","","","","","","","","","","","","","","","","","","","","","","","","43.179","62.701","64.245","2","1","6","6","1","5","1","5","6","4","6","1","5","3","3","4","3","2","3","4","1","5","2","5","4","1","3","5","3","3","0","","","","1","0","1","","","","","","1","Thank you and have a great day.","4","18","14","11","3b6debd73c7d3f59","337RC3OW052EHT08MTY6PKTZ6YIVLD","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","autism"
"582","2018-03-22 13:13:22","2018-03-22 13:18:47","0","3678b4578d8abf98","100","325","1","2018-03-22 13:18:48","R_2dte8F7FppzR5H8","","","","",45.45,-122.88,"anonymous","EN","0","0","6.919","0","0","0","6.388","0","0","0","12.97","0","0","0","5.621","0","0","0","5.592","0","0","0","34.803","0","0","0","11.267","0","","","","","","","","","5","5","5","2","5","3","5","5","3","5","1","4","3","4","3","4","2","4","3","5","2","4","5","3","1","2","5","4","3","1","1","35","","","0","0","0","0","0","0","0","1","","4","20","11","22","c90b278b89cd6db7","3TK8OJTYM1L48EF6ELRD612JB8MPV8","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","cdc_danger"
"583","2018-03-22 13:11:49","2018-03-22 13:19:24","0","3794ccb37078ced5","100","454","1","2018-03-22 13:19:25","R_4UU89QrSmwYqHWV","","","","",34,-117.98,"anonymous","EN","0","0","43.087","0","0","0","33.066","0","","","","","","","","","","","","","","","","","","","","","6.783","6.783","98.669","1","","","","","5","5","5","2","5","2","5","5","4","5","1","4","4","4","3","4","2","5","2","5","3","5","5","3","2","3","5","5","3","0","","","","3","0","0","","","","","","1","","4","19","12","24","443c20c881c1ba45","3Z7ISHFUH0V0B6LZT1E55LKPA9RZ8X","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","bird"
"584","2018-03-22 13:16:13","2018-03-22 13:20:04","0","c5e064ed4a201bbe","100","230","1","2018-03-22 13:20:04","R_2ZEtxBBQlgSi6eP","","","","",41.51,-87.96,"anonymous","EN","0","0","5.946","0","0","0","2.958","0","","","","","","","","","","","","","","","","","","","","","","","","","3.753","7.321","26.281","2","5","2","1","5","2","4","5","2","4","2","4","4","6","3","4","2","2","2","5","5","5","2","5","6","6","6","1","1","3","1","5","42","16","","0","0","0","0","1","1","3","1","","4","13","30","13","9d1b4336027cfea3","3HYA4D452RJJKASAC8BXS2R4C4J2FN","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","autism"
"585","2018-03-22 13:02:52","2018-03-22 13:20:09","0","945f5d4e770f3929","100","1037","1","2018-03-22 13:20:10","R_2ZCwiSbvARBafut","","","","",37.05,-83.85,"anonymous","EN","0","0","18.268","0","0","0","8.381","0","","","","","","","","","","","","","","","","","","","","","0","0","267.914","0","","","","","2","4","6","2","5","3","5","6","4","5","1","5","5","3","5","3","2","6","2","6","4","6","5","5","4","4","3","3","3","1","1","18","","","0","0","1","1","0","0","0","1","No, thank you.","4","15","21","26","e13bf02ffd685499","3K9FOBBF2HJ19ORZK2CFF3ZMKV3LN9","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","bird"
"586","2018-03-22 13:16:55","2018-03-22 13:23:19","0","85c0b0aeeda1a193","100","384","1","2018-03-22 13:23:19","R_3frQSL8QIS8AWok","","","","",32.94,-96.79,"anonymous","EN","0","0","7.963","0","0","0","4.333","0","","","","","","","","","","","","","","","","","","","","","","","","","0","0","92.984","0","3","4","5","4","4","4","5","5","6","4","1","5","6","3","6","2","2","2","5","4","6","2","5","6","6","6","1","1","3","1","2","19","13","","0","0","0","0","0","0","0","1","","4","12","30","11","87e21e45ce84d71e","3S96KQ6I9M4G6P8R4H035PX9045DT4","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","autism"
"587","2018-03-22 13:19:12","2018-03-22 13:24:26","0","3f23be270ede6dfc","100","314","1","2018-03-22 13:24:27","R_3dK5FUZAKscabh5","","","","",37.31,-98.04,"anonymous","EN","0","0","9.577","0","0","0","3.637","0","0","0","11.37","0","0","0","10.253","0","0","0","9.143","0","0","0","34.43","0","0","0","16.678","0","","","","","","","","","2","5","5","2","4","3","5","5","3","5","2","4","2","3","3","4","2","5","2","5","4","5","5","3","2","3","4","4","3","1","1","21","","","0","0","0","0","0","0","0","1","","4","20","14","23","521cd493549c5d75","3QHK8ZVMIMIZ8F22HC76O8ZS368BLT","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","cdc_danger"
"588","2018-03-22 13:19:54","2018-03-22 13:24:36","0","10ca900814de290c","100","281","1","2018-03-22 13:24:37","R_3Pk4rDZipv9WiSh","","","","",41.69,-72.73,"anonymous","EN","0","0","8.022","0","3.476","3.476","3.806","1","0","0","20.69","0","0","0","14.546","0","0","0","10.006","0","0","0","33.702","0","0","0","22.774","0","","","","","","","","","1","6","6","1","6","1","5","6","4","6","1","5","6","4","5","5","2","6","1","6","1","6","5","1","1","1","6","1","3","0","","","","0","1","1","","","","","","1","no","4","17","10","30","5629a344d91db4de","3LJ7UR74RHD5BGKEEADYTMXBY9R4NI","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","cdc_danger"
"589","2018-03-22 13:17:49","2018-03-22 13:26:14","0","ca2b1187cedf51bb","100","504","1","2018-03-22 13:26:14","R_1N2NulGGail5hS7","","","","",27.51,-80.42,"anonymous","EN","0","0","11.017","0","0","0","4.576","0","","","","","","","","","","","","","","","","","","","","","72.312","72.312","73.333","1","","","","","2","5","5","2","5","2","5","5","2","5","2","4","5","2","2","3","2","5","2","5","2","5","5","4","4","5","2","3","3","1","2","40","38","","1","1","0","0","0","0","0","1","No, but thank you for contacting me.","4","16","22","25","eaa51a74546c1899","3RXPCZQMQPBI9P694OH154HBLDU1GT","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","bird"
"590","2018-03-22 13:23:37","2018-03-22 13:27:10","0","b5bafdbfbfadd827","100","212","1","2018-03-22 13:27:10","R_AL2HgdGiMCLdaPn","","","","",28.48,-82.43,"anonymous","EN","0","0","6.187","0","0","0","4.558","0","","","","","","","","","","","","","","","","","","","","","0","0","59.307","0","","","","","2","5","5","2","5","2","5","6","2","5","2","5","3","5","3","4","2","2","5","3","5","2","5","6","6","6","2","1","3","1","1","6","","","0","0","0","0","0","0","0","1","","4","22","29","11","12e0c02b33f9f876","3WZ36BJEV3GNRSA7QL9XAZ99XJWBTY","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","bird"
"591","2018-03-22 13:22:59","2018-03-22 13:28:46","0","7c0e7532db9fb71f","100","347","1","2018-03-22 13:28:47","R_2sQJkuiqWdCrh6j","","","","",38.7,-93.24,"anonymous","EN","0","0","17.303","0","0","0","4.182","0","","","","","","","","","","","","","","","","","","","","","","","","","0","0","78.143","0","1","6","6","1","5","2","5","6","2","6","1","5","3","3","2","4","2","6","1","6","4","6","5","1","1","2","6","5","3","1","2","25","23","","0","0","0","0","0","0","0","1","none","4","21","7","27","ae586e629e2df463","3K9FOBBF2HJ19ORZK2CFF3ZMKVNNLV","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","autism"
"592","2018-03-22 13:24:01","2018-03-22 13:29:25","0","d632d47e9dcf0e95","100","323","1","2018-03-22 13:29:26","R_3PU2jeDCLlFCGEp","","","","",40.73,-96.64,"anonymous","EN","0","0","9.343","0","0","0","3.986","0","0","0","9.85","0","0","0","15.003","0","0","0","11.279","0","0","0","44.03","0","0","0","18.516","0","","","","","","","","","1","6","6","2","6","1","5","6","1","6","1","5","4","4","2","6","2","6","1","6","1","5","5","1","1","1","6","6","3","0","","","","2","0","1","","","","","","1","","4","23","5","29","4b6c4ad3d05a7329","31Q0U3WYDPFZGWV8BLD7ZR4IMAE17T","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","cdc_danger"
"593","2018-03-22 13:21:05","2018-03-22 13:29:29","0","f813259a77918033","100","504","1","2018-03-22 13:29:30","R_1MXvIzy1awLKlLS","","","","",41.96,-71.18,"anonymous","EN","0","0","11.833","0","0","0","4.243","0","","","","","","","","","","","","","","","","","","","","","235.472","235.864","245.752","2","","","","","5","5","5","3","5","4","5","5","3","5","1","4","3","4","5","3","2","6","1","6","4","6","5","3","1","2","6","5","3","1","3","25","18","","1","1","1","1","0","0","0","1","hope i was able to help :)","4","17","9","27","6ad4cad5530df606","3IXEICO792JHLGTCUUSPZJNHJIJT6T","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","bird"
"594","2018-03-22 13:26:53","2018-03-22 13:29:50","0","8f2a29b7a86da1ac","100","176","1","2018-03-22 13:29:50","R_2qvII1cPgGecOoR","","","","",21.3,-157.85,"anonymous","EN","0","0","5.818","0","0","0","3.044","0","","","","","","","","","","","","","","","","","","","","","","","","","0","0","36.592","0","1","6","6","1","6","1","5","6","1","6","1","4","3","4","2","5","2","6","1","6","1","6","5","1","1","1","6","6","3","1","1","0","","","1","1","0","1","0","0","0","1","","4","22","5","30","de6eb908fc4753a9","3UXUOQ9OKEXVAK887460ASXLQ447A7","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","autism"
"595","2018-03-22 13:20:05","2018-03-22 13:30:25","0","7dec0860399d3f5b","100","620","1","2018-03-22 13:30:26","R_zToouMzGpApMJZn","","","","",42.37,-71.24,"anonymous","EN","0","0","16.157","0","0","0","17.969","0","","","","","","","","","","","","","","","","","","","","","","","","","0","0","196.238","0","1","6","6","1","6","1","5","6","1","6","1","4","5","3","4","3","2","4","3","4","3","4","5","1","1","1","6","6","3","0","","","","0","1","1","","","","","","1","","4","15","5","20","a7c974150e718038","3018Q3ZVOIQ5S3SNGI46F9OLRGCARN","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","autism"
"596","2018-03-22 13:26:57","2018-03-22 13:30:38","0","93697dffad8297d6","100","221","1","2018-03-22 13:30:39","R_3mlZx1LGQEcc9Qe","","","","",38.27,-77.59,"anonymous","EN","0","0","7.601","0","0","0","3.291","0","","","","","","","","","","","","","","","","","","","","","0","0","36.766","0","","","","","2","5","5","2","5","2","5","5","5","5","2","3","5","3","5","3","2","5","2","5","2","5","5","2","2","3","4","4","3","1","1","0","","","0","0","0","0","1","0","0","1","","4","13","13","25","84c1c0f9e9dbd5ec","3OSWBBLG1EXNN6HB9R10USIFD0WXDA","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","bird"
"597","2018-03-22 13:28:16","2018-03-22 13:34:31","0","61d87245c649dc11","100","374","1","2018-03-22 13:34:31","R_2zumpyVamMCoWYe","","","","",37.87,-122.26,"anonymous","EN","0","0","11.149","0","0","0","4.507","0","0","0","23.925","0","0","0","15.529","0","0","0","14.053","0","0","0","26.856","0","0","0","9.227","0","","","","","","","","","1","6","6","1","4","2","5","6","1","6","1","4","1","2","1","5","2","6","1","6","1","5","5","1","1","1","6","5","3","1","1","40","","","1","1","1","1","0","0","0","1","no","4","23","6","29","397448777fdf2743","3SB4CE2TJVVPPZEZPHAY4RA9SX0XA9","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","cdc_danger"
"598","2018-03-22 13:32:43","2018-03-22 13:36:07","0","c605b57a875204d6","100","203","1","2018-03-22 13:36:07","R_2OZ6AjQJBSlzsRM","","","","",37.72,-122.44,"anonymous","EN","0","0","6.093","0","0","0","3.1","0","","","","","","","","","","","","","","","","","","","","","10.038","22.014","30.328","3","","","","","1","6","6","1","5","1","5","6","1","6","1","4","2","5","2","5","2","5","2","5","2","5","5","2","1","2","6","5","3","0","","","","3","1","1","","","","","","1","","4","24","8","25","6ed1e93bd27d1fb7","34QN5IT0TZR39LF9P71DZMH3S3I80Q","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","bird"
"599","2018-03-22 13:30:57","2018-03-22 13:36:39","0","c25a733582979c00","100","342","1","2018-03-22 13:36:39","R_2EAZ4hCHFDZK3rP","","","","",42.33,-83.37,"anonymous","EN","3.329","3.329","7.509","1","0","0","3.058","0","","","","","","","","","","","","","","","","","","","","","","","","","7.85","43.719","55.535","6","1","6","6","1","5","2","5","6","2","6","1","6","5","4","2","5","2","6","1","6","3","6","5","3","1","1","5","3","2","1","2","8","1","","0","0","1","0","0","0","0","1","","3","22","11","28","490c86d7bb6da795","37UEWGM5HT89YFFNKZBD48VINMB1RV","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","autism"
"600","2018-03-22 13:33:38","2018-03-22 13:37:57","0","86298add750d72d5","100","258","1","2018-03-22 13:37:58","R_1f8iOnNaCiIWC33","","","","",30.28,-81.59,"anonymous","EN","0","0","5.896","0","0","0","2.844","0","","","","","","","","","","","","","","","","","","","","","","","","","0","0","23.775","0","4","3","4","5","2","4","5","3","5","3","3","4","3","3","3","4","2","5","2","5","3","6","5","4","3","4","4","4","3","1","1","2","","","1","1","0","0","1","1","0","1","In my opinion some vaccines are good and some vaccines are bad. I am a middle of the road parent. We decided to vaccinate my son with some but not others. Also, I would like to add the only reason I got the flu vaccine is because my employer mandates it. If I had a choice I would not get it.","4","19","17","25","9f7603339e7c7df4","35GCEFQ6I5OEA9FTHKJ9E4CEUO9Z3H","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","autism"
"601","2018-03-22 13:31:26","2018-03-22 13:39:16","0","ec4b1c534a142e1f","100","469","1","2018-03-22 13:39:17","R_296VL5Yj7vVpXyc","","","","",44.82,-93.35,"anonymous","EN","0","0","25.868","0","0","0","9.066","0","","","","","","","","","","","","","","","","","","","","","0","0","143.61","0","","","","","5","5","5","2","5","4","5","5","3","5","2","5","3","2","5","1","2","5","2","5","5","4","5","4","3","2","4","4","3","1","2","22","19","","0","0","0","0","0","0","0","1","","4","14","15","21","9de008fc41bfc722","3XLBSAQ9Z4CWBSGGJWMZRLOUZPU7ZR","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","bird"
"602","2018-03-22 13:33:20","2018-03-22 13:39:43","0","17ffc62b9d1a3d5b","100","382","1","2018-03-22 13:39:44","R_eYjMIewCiDV5C37","","","","",51.83,19.44,"anonymous","EN","0","0","16.488","0","0","0","4.12","0","","","","","","","","","","","","","","","","","","","","","","","","","0","0","129.167","0","1","6","6","1","5","1","5","6","2","6","1","4","2","3","3","4","2","6","2","5","2","6","5","3","1","2","5","4","4","1","1","1","","","0","0","0","0","0","0","0","1","","3","20","11","27","48be30d6376952c0","3RSDURM96AMHFHLLAIYMJO79FJVYEG","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","autism"
"603","2018-03-22 13:26:56","2018-03-22 13:43:46","0","2b67d4fe7e4df18c","100","1010","1","2018-03-22 13:43:47","R_OecGW6nNG56uLZf","","","","",33.84,-117.2,"anonymous","EN","66.709","66.709","67.02","1","0","0","3.004","0","0","0","49.813","0","0","0","320.84","0","0","0","184.532","0","0","0","84.496","0","0","0","196.842","0","","","","","","","","","4","5","3","4","5","4","5","3","5","4","3","5","4","4","4","4","2","5","4","5","2","3","5","5","5","5","4","3","3","1","1","10","","","0","0","0","0","0","0","0","1","","4","19","22","21","8727c6bfcb9f7f78","30OG32W0SUBN3IH73GPB2892BYLENY","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","cdc_danger"
"604","2018-03-22 13:40:51","2018-03-22 13:44:26","0","39095df2745b0314","100","214","1","2018-03-22 13:44:26","R_a4wMHtEm6270Pg5","","","","",39.51,-104.68,"anonymous","EN","0","0","6.398","0","0","0","3.22","0","9.704","9.704","10.694","1","6.742","6.742","7.87","1","0","0","7.406","0","0","0","20.562","0","0","0","8.548","0","","","","","","","","","3","4","3","3","4","5","5","3","4","3","4","4","4","4","5","3","2","6","1","6","1","6","5","3","3","2","6","3","2","0","","","","2","0","0","","","","","","1","N/A","3","16","13","30","524427c75e150709","30BXRYBRP4XPAMHNLIO4JUJ6WRSHWL","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","cdc_danger"
"605","2018-03-22 13:42:38","2018-03-22 13:46:15","0","7f2cb9fb5e36b6a2","100","216","1","2018-03-22 13:46:15","R_2fHUeXGhAvqDj68","","","","",40.37,-80.05,"anonymous","EN","0","0","8.956","0","0","0","2.808","0","","","","","","","","","","","","","","","","","","","","","0","0","56.117","0","","","","","2","5","5","2","2","4","5","5","5","5","2","4","3","4","2","5","2","5","2","5","2","5","5","4","4","5","2","1","3","0","","","","3","0","0","","","","","","1","","4","22","24","25","f9ff9bfa0e3753b0","3J88R45B2GYWC3K1E0SVUMZ4RK8PXR","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","bird"
"606","2018-03-22 13:44:01","2018-03-22 13:49:27","0","bb35d00f561c88c2","100","326","1","2018-03-22 13:49:28","R_26gXs5JNiXCC7Ki","","","","",35.36,-82.51,"anonymous","EN","0","0","6.631","0","0","0","4.442","0","","","","","","","","","","","","","","","","","","","","","","","","","7.319","25.29","27.348","5","5","3","2","5","4","4","5","3","4","3","4","5","6","5","4","2","2","3","4","4","5","2","5","6","6","6","1","2","3","1","2","43","41","","0","0","0","0","0","0","0","1","none","4","16","29","14","be55d524736c6a27","3WR9XG3T63BG8VSRY3W9XPBLYVZ47M","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","autism"
"607","2018-03-22 13:46:40","2018-03-22 13:49:57","0","5e67f83ddd741996","100","196","1","2018-03-22 13:49:57","R_1GBLIjVSS0y0xem","","","","",38.87,-77.03,"anonymous","EN","0","0","8.622","0","0","0","9.235","0","0","0","7.528","0","0","0","4.546","0","0","0","5.898","0","25.296","25.296","27.218","1","0","0","12.715","0","","","","","","","","","1","6","6","1","6","2","5","6","1","6","1","5","2","4","2","6","2","6","1","6","1","6","5","1","1","1","6","6","3","0","","","","1","1","1","","","","","","1","","4","25","5","30","777aa436d9bc77e1","36PW28KO4ZWGJZNIUCK6G2P2CS0EAU","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","cdc_danger"
"608","2018-03-22 13:47:05","2018-03-22 13:51:58","0","1b1d97e5ca61b614","100","293","1","2018-03-22 13:51:58","R_3MGuZZ4pN5Wp1KQ","","","","",39.83,-86.17,"anonymous","EN","0","0","13.667","0","0","0","12.148","0","","","","","","","","","","","","","","","","","","","","","","","","","0","0","68.356","0","1","1","6","1","4","1","5","6","4","6","1","5","2","4","3","4","2","6","1","6","4","6","5","1","1","1","6","6","3","1","2","32","27","","1","1","1","1","1","0","0","1","no","4","22","5","27","46c218e7fb75c33e","35LDD5557A4K70OHN1LENOX7Q6LMK6","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","autism"
"609","2018-03-22 13:38:04","2018-03-22 13:52:06","0","06795993b5ff8213","100","841","1","2018-03-22 13:52:07","R_bjypZPRPg7zTMeB","","","","",46.82,-100.71,"anonymous","EN","0","0","10.905","0","0","0","5.208","0","0","0","40.83","0","0","0","34.981","0","0","0","21.138","0","0","0","51.99","0","0","0","13.334","0","","","","","","","","","4","5","5","2","3","5","5","5","3","5","2","5","6","5","6","1","2","6","1","4","3","5","5","4","5","3","5","1","3","0","","","","0","0","0","","","","","","1","Some of the questions about 'vaccinations' were broad. Overall I believe there is great benefit in some vaccinations, while others aren't safe. The vaccinations for chicken pox were said to be known to work and only 2 vaccinations required. One of my daughters who hadn't had the pox yet, got vaccinated properly over time. THEN years later find that wasn't proper at all, and pretty much did nothing to protect her. Same with the Gardisil that was raved about in Europe and recommended here. Now they say it's possible the reported 'vague' future symtoms weren't discolesed at time of vacination. So for infants and children -MMR polio dypth. etc.. I think those really are necessary to protect children and the communities overall. But Gardisil and chicken pox/shingles.. I""m regretting my daughter was given these, but felt pressure at the time to do it. I hope my opinions help your study in some way. ","4","13","20","25","f0bac1eca689f39b","36PW28KO4ZWGJZNIUCK6G2P2CSVEAP","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","cdc_danger"
